fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Oct,18,MAHARASHTRA,1820,Dharashiv,2057446,285.678661379984,45,158,833.225144718,2134,37,25794,2053966,124489,24930,7719,1180,207.15142,6908.119138718,45110,70246,78439,201567,4378,327548,708993,27928,5867.742574,778026,81,51.04,0.1,118.03,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,299.115940567628,21,141,825.426651186,5998,10,30611,1311070,94484,33124,30614,7463,189.62088,4936.666893186,60808,87168,122087,295961,304,484981,1010973,36609,3921.619362,454474,94,39.91,0.76,99.85,
2024-2025,Oct,18,MAHARASHTRA,1827,NAGPUR,1615989,280.911541510767,38,285,1480.988279862,4089,35,21528,1605198,199880,33317,205460,31045,250.0588,6240.233525962,41428,59089,103792,237361,2789,282097,543080,25617,4509.1864461,661058,84,62.88,1.05,101.81,
2024-2025,Oct,18,MAHARASHTRA,1803,RAIGAD,144152,299.648830143746,19,63,111.392023766,1037,129,19082,162926,4600,3023,38458,14338,42.9022,642.500076766,8158,12509,28949,67215,99,193263,348373,20119,488.205853,66974,70,24.94,2.11,108.78,
2024-2025,Oct,18,MAHARASHTRA,1812,SANGLI,452253,289.996850274383,29,34,510.062888846,3175,51,13757,461945,24596,7916,453,216,94.86164,1944.550478846,15490,22055,47093,100690,207,317120,556315,16932,1339.62595,161066,86,43.74,0.11,100.58,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,298.996046866612,21,143,825.426651186,6257,9,30632,1333828,96124,33185,31071,7480,223.50627,5037.025913186,61529,88338,122466,296877,310,485347,1011703,36889,3988.092992,462177,94,39.89,0.75,99.86,
2024-2025,Oct,18,MAHARASHTRA,1825,YAVATMAL,4573484,298.392551339529,37,599,2982.295421544,10625,7,44118,4472431,225090,37906,488844,72363,626.27613,16953.972519344,120075,176473,216891,486007,5152,680006,1389404,54743,13345.4009678,1813652,92,48.92,22.54,99.93,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,184.351235358377,37,5330,2525.249899665,8570,8,19527,4862678,569896,59261,334793,33191,394.04621,11883.703074165,130007,212429,187806,452260,5451,287527,631020,28097,8964.4069645,3031845,81,23.68,17.53,100.86,
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,278.64571678578,36,946,6255.626299768,8938,3,12667,2730442,244781,39155,1024452,165146,382.46401,14246.349992088,75209,139942,133136,385936,3721,234304,599573,21605,7608.25968232,1314339,82,30.58,13.89,101.62,
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,298.990390054458,37,555,497.428572476,2172,2,27456,2166800,150068,20012,61556,7166,316.78613,7292.738474176,57535,90501,84054,199394,2174,280898,558489,29628,6478.5237717,861263,91,63.93,23.76,99.61,
2024-2025,Oct,18,MAHARASHTRA,1833,GONDIA,5962620,213.696620295883,38,327,8215.358700459,11440,15,36179,5805739,480362,52367,918082,90036,647.92805,21269.954776659,152314,240572,236799,610310,6475,354638,839366,47619,12406.6680262,3782451,80,23.34,13.35,101.8,
2024-2025,Oct,18,MAHARASHTRA,1813,SOLAPUR,1090733,340.475993389804,33,126,523.994899575,2480,66,23077,1104657,38573,15259,8526,2502,163.10531,4448.192103875,32766,52739,83972,192547,1669,560937,973612,25557,3761.0918943,387383,96,81.36,0.0,105.88,
2024-2025,Oct,18,MAHARASHTRA,1816,JALNA,4006700,293.927369612288,40,310,3962.444965384,1498,25,54038,3943278,100453,20099,17990,3086,150.99283,15703.811097284,97954,175398,163340,436028,6403,483171,1084551,55536,11590.3733019,1602707,77,49.09,0.42,100.84,
2024-2025,Oct,18,MAHARASHTRA,1818,BEED,7100647,335.045294543537,42,551,6558.605113068,1331,64,77610,7176630,119073,15932,15188,1886,640.67301,31244.2392448678,168324,291224,263657,646152,14421,684015,1415181,78941,24044.9611217998,2958312,79,39.18,5.0,323.51,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,184.238076274848,37,5329,2525.249899665,8461,8,19557,4852871,569225,59258,334013,33192,394.04621,11860.132284165,129942,212280,187790,452227,5414,287479,630960,28018,8940.8361745,3027178,81,23.71,17.64,100.86,
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,278.618360194379,36,946,6255.626299768,8901,3,12651,2722108,243945,39140,1020195,165116,382.46401,14222.382982088,75096,139741,133106,385882,3691,234247,599501,21552,7584.29267232,1311078,82,30.51,13.92,101.63,
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,299.196336970272,37,554,497.428572476,2163,2,27429,2162808,149566,19977,61449,7166,316.78613,7285.257014176,57441,90335,83996,199268,2172,280861,558426,29592,6471.0423117,859717,91,63.86,23.82,99.61,
2024-2025,Oct,18,MAHARASHTRA,1834,HINGOLI,1810543,306.217962071798,37,93,2261.165166562,4213,6,23310,1722465,251787,44703,279177,42743,109.73955,7645.401936962,46260,74863,93832,239817,2559,261413,592850,27523,5274.4972204,685680,90,72.4,0.19,102.19,
2024-2025,July,18,MAHARASHTRA,1811,SATARA,315403,300.154303133842,31,75,59.73688,1459,467,15189,468275,14432,10881,825,851,32.05665,1497.341093,14661,21823,64609,144389,658,404323,761816,16648,1405.547563,184514,88,67.6,0.36,103.9,
2024-2025,July,18,MAHARASHTRA,1813,SOLAPUR,476026,348.368380808107,30,101,178.097660944,1608,149,21916,735373,25434,14803,5964,2429,70.49548,2810.400153944,24348,38412,79388,182622,886,552866,957865,23524,2561.807013,251806,97,80.83,0.0,105.38,
2024-2025,July,18,MAHARASHTRA,1817,PARBHANI,1824861,326.765153568416,36,247,537.741304161,504,47,39212,2826688,94861,20630,18236,2852,197.97559,9972.34827826098,77047,121615,142243,320041,3784,414418,801713,39716,9236.63138409998,1090948,90,61.77,0.12,107.66,
2024-2025,July,18,MAHARASHTRA,1818,BEED,4312433,367.340459288143,34,454,314.25851326,871,94,70591,4907072,83687,15343,8791,1813,78.94088,18418.8602156599,143622,245777,254818,624162,6494,676483,1400091,71462,18025.6608223999,2007958,80,44.05,5.7,321.67,
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,599764,294.724322330605,26,80,177.8786426,4458,23,42545,1062797,26967,10838,837526,281326,125.28307,3435.4829686,40090,57923,141466,340793,495,526405,1074313,47003,3132.321256,441286,79,48.59,2.01,102.29,
2024-2025,July,18,MAHARASHTRA,1806,NASHIK,960228,299.456843486843,29,406,826.318696905,7989,73,48601,1531047,19068,10793,602803,191830,88.70927,5499.852985405,51171,79837,173427,486621,1457,690835,1471512,56590,4584.8250185,539644,81,37.04,14.96,100.73,
2024-2025,July,18,MAHARASHTRA,1807,DHULE,907154,303.93162275332,37,91,47.46766,2539,18,28170,1380370,48306,16026,224615,69076,116.85895,4359.70755100001,36884,58405,92097,257472,2586,439962,928455,30709,4195.38094100001,516285,89,73.64,0.25,103.74,
2024-2025,July,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6161034,304.554551748663,56,1313,1183.371843305,2028,21,85440,8444682,183255,28273,118196,12314,375.78532,27277.820575005,149852,268086,237937,633350,23888,685331,1458892,87468,25718.6634117,3534159,95,83.59,0.22,108.99,
2024-2025,July,18,MAHARASHTRA,1817,PARBHANI,1824861,327.311346963514,36,243,537.741304161,504,47,39293,2839483,95315,20632,18474,2855,197.97559,10029.666948261,77212,121898,142286,320142,3811,414522,801862,39797,9293.95005410001,1095866,90,61.76,0.12,107.72,
2024-2025,July,18,MAHARASHTRA,1821,LATUR,2454238,300.89551856583,46,194,34.20386,2250,19,35235,3464025,286055,55061,33555,4127,139.13347,10596.433317,74059,118217,129317,323875,7449,391302,830979,37485,10423.095987,1357030,88,64.41,0.02,100.61,
2024-2025,July,18,MAHARASHTRA,1825,YAVATMAL,2596068,298.446795401064,36,516,69.10290547,4845,8,43870,3866721,181656,37362,415620,71415,173.65335,11782.86116707,107383,157249,211131,477661,3945,674941,1385187,48715,11540.1049116,1567317,91,51.35,25.69,99.85,
2024-2025,July,18,MAHARASHTRA,1803,RAIGAD,83182,308.83778596043,18,50,5.52086,594,220,17863,93151,1956,2878,17278,13305,6.73044,299.936786,5024,7747,26928,62895,58,189382,341882,18457,287.685486,37710,68,53.29,8.33,102.83,
2024-2025,July,18,MAHARASHTRA,1809,AHMEDNAGAR,879614,329.925126178581,28,78,69.55323,2642,151,38802,946159,52117,31394,31871,24121,102.93684,3294.1063446,33544,55467,143262,413600,780,765848,1895682,41444,3121.6162746,373795,91,75.53,0.1,104.26,
2024-2025,July,18,MAHARASHTRA,1810,PUNE,159840,319.684871264133,25,33,30.7336304,3069,509,21017,225617,10776,9883,24116,19948,74.95395,826.9509964,8959,13892,52766,139913,212,375505,806685,24086,721.263416,79124,92,68.96,0.01,104.23,
2024-2025,July,18,MAHARASHTRA,1819,NANDED,1293793,290.637261109929,35,161,126.8096212,572,135,49987,2890725,275138,74773,209529,37327,178.0129,8706.34648742001,82443,130828,172721,459672,3182,654934,1483376,50559,8401.52396622001,1217815,86,61.83,1.73,106.16,
2024-2025,July,18,MAHARASHTRA,1821,LATUR,1379346,290.940385489488,43,183,31.12388,1833,29,34438,3042677,246181,54768,30037,4112,139.13347,9022.633543,70580,112585,128324,321817,5744,390215,829442,36271,8852.376193,1189804,88,65.4,0.02,99.01,
2024-2025,July,18,MAHARASHTRA,1823,AKOLA,641797,282.062884598247,24,1525,32.1342766,1623,11,25433,886477,131589,34310,45872,9784,64.97134,2597.5282141,36476,51884,84232,193515,958,287357,556497,27056,2500.4225975,317042,91,38.27,6.62,104.46,
2024-2025,July,18,MAHARASHTRA,1828,BHANDARA,3583157,170.16897384825,34,5043,120.16488,2454,11,20479,4243846,517752,59117,290015,33086,118.3161,7460.1901699,121710,196694,186469,450018,3736,285614,628408,22933,7221.7091899,2733144,78,23.52,24.71,99.99,
2024-2025,July,18,MAHARASHTRA,1830,GADCHIROLI,1030366,271.906701999305,32,887,50.885818022,4274,4,15014,2287045,207423,38927,840543,164473,103.58672,6373.101170762,69674,129362,132098,383938,2461,232068,596998,19288,6218.62863274,1130845,81,39.92,19.3,100.0,
2024-2025,Oct,18,MAHARASHTRA,1806,NASHIK,1955118,297.857769856052,31,505,4189.223629082,11672,39,49586,1989746,31808,11330,778780,196809,323.79537,10439.632060482,62698,98563,179053,500879,2207,698039,1484127,61258,5926.6130614,703724,82,31.45,13.75,100.68,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,300.107489663401,28,32,265.39774821,893,206,11726,434137,45369,18392,684,304,94.22586,1662.50126061,14986,24398,46477,112527,401,359158,637202,12619,1302.8776524,173879,92,40.44,0.04,113.68,
2024-2025,Oct,18,MAHARASHTRA,1816,JALNA,4006700,293.268512403432,41,320,3975.335335384,1710,23,54675,4120956,105461,20170,18833,3092,152.59315,16213.394843384,99981,179556,164105,437696,7007,484078,1086008,56385,12085.466358,1677627,77,48.76,0.44,101.42,
2024-2025,Oct,18,MAHARASHTRA,1805,SINDHUDURG,284651,297.943120026803,26,94,119.6303225,2100,10,17627,289552,7417,3736,741,308,75.27116,1057.60174540001,10862,17529,38249,87881,246,129690,243869,19727,862.70026290001,115029,80,78.38,5.26,100.85,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,316.600035647285,33,126,1772.217243137,5009,38,41250,1692415,93423,32481,55826,25054,253.3603,7383.764036437,50788,84757,150157,433639,2710,770326,1907788,46259,5358.1864933,686188,90,67.33,0.1,104.82,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,301.462385907145,28,31,257.71469701,858,210,11696,425180,44293,18325,672,301,84.97783,1624.45029941,14725,23916,46322,112091,392,358916,636559,12554,1281.7577724,170165,92,40.41,0.04,113.65,
2024-2025,Oct,18,MAHARASHTRA,1818,BEED,7100647,332.873466537768,43,575,6558.605113068,1384,64,78205,7394098,121292,15946,15306,1888,640.67301,31812.2684548678,170245,294915,264271,647707,15286,684432,1416011,79589,24612.9903317998,3051330,79,39.24,4.96,326.67,
2024-2025,Oct,18,MAHARASHTRA,1825,YAVATMAL,4573484,298.652492812971,37,599,2982.295421544,10889,7,43994,4489338,226143,37936,490966,72409,626.27613,17016.091399344,120360,176967,217023,486342,5206,680142,1389669,54883,13407.5198478,1820926,92,49.02,22.48,99.97,
2024-2025,Oct,18,MAHARASHTRA,1804,RATNAGIRI,359145,297.305097193453,20,84,186.377810434,5290,16,25163,386703,14694,7675,4238,1181,107.36677,1443.432310434,18748,26718,57551,129919,136,256440,475457,30453,1149.68773,166498,96,55.82,0.4,103.57,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,314.765781673998,33,127,1772.217243137,5033,38,41327,1704387,94173,32493,56486,25081,263.80389,7400.848196437,50965,85056,150234,433858,2743,770356,1907896,46360,5364.8270633,691350,90,67.39,0.1,104.81,
2024-2025,Oct,18,MAHARASHTRA,1810,PUNE,359044,320.181905745385,29,55,330.352266537,4954,266,20661,381541,19388,10165,44215,20770,77.26395,1629.241461537,13100,20700,54919,145096,437,379668,815934,25615,1221.625245,136817,93,68.77,0.02,104.23,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,300.546284527148,28,32,257.71469701,858,210,11704,426476,44404,18333,672,301,94.22586,1633.69832941,14817,24050,46347,112154,392,358943,636646,12562,1281.7577724,170745,92,40.44,0.04,113.65,
2024-2025,Oct,18,MAHARASHTRA,1819,NANDED,4077125,300.869145383356,40,205,4456.455973614,4557,45,52951,4079738,430785,77676,289413,38724,596.26702,17327.395848094,99796,159146,179692,477484,7221,661555,1496147,57508,12274.67285448,1728898,86,46.54,1.34,111.1,
2024-2025,Oct,18,MAHARASHTRA,1824,AMRAVATI,6009202,292.097138620373,63,992,12452.145022598,9150,5,47965,6220038,593824,53992,1984327,137661,792.26284,31412.9608816979,97717,182991,190651,533997,19243,473706,1062926,57115,18168.5530190999,2571645,79,39.35,14.3,127.19,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,185.636947973028,37,5336,2525.249899665,8685,8,19697,4887388,572320,59265,336485,33194,394.73782,11992.785638465,130212,212875,187839,452328,5535,287537,631028,28382,9072.7979188,3043820,81,23.59,17.27,101.04,
2024-2025,Oct,18,MAHARASHTRA,1831,NANDURBAR,1449513,290.309613597436,29,99,3483.71801982,9001,9,42096,1529053,39771,11070,1151137,287993,302.81965,8225.52552582,51886,75444,145841,350518,1242,533234,1085303,51097,4438.987856,628541,79,45.65,1.54,104.14,
2024-2025,Oct,18,MAHARASHTRA,1804,RATNAGIRI,359145,297.479789901762,20,84,197.955830434,5471,16,25097,396386,15075,7681,4313,1189,107.36677,1484.490840434,18909,26986,57625,130086,143,256462,475497,30568,1179.16824,170603,96,56.31,0.39,103.5,
2024-2025,Oct,18,MAHARASHTRA,1805,SINDHUDURG,284651,297.921710457167,26,95,119.6303225,2145,10,17678,294927,7483,3742,741,308,75.27116,1073.55304550001,11015,17786,38301,87973,251,129732,243921,19823,878.65156300001,117241,80,78.61,5.18,100.91,
2024-2025,Oct,18,MAHARASHTRA,1808,JALGAON,1679030,298.596089460599,33,137,1865.936549498,6177,56,40514,1834573,87807,31342,132022,36938,217.05517,7560.954955798,54584,82568,139548,343246,3195,673239,1271364,46691,5477.9632363,705571,92,53.26,0.83,104.43,
2024-2025,Oct,18,MAHARASHTRA,1810,PUNE,359044,320.662177433821,29,58,338.871876537,5122,258,20673,390230,19760,10186,46003,20848,77.84145,1668.033341537,13407,21262,55139,145664,445,379694,815994,25795,1251.320015,140345,93,68.6,0.02,104.12,
2024-2025,Oct,18,MAHARASHTRA,1818,BEED,7100647,334.009303255084,43,578,6576.615873068,2382,64,77575,7534393,122680,15951,15453,1889,640.67301,32382.8624468678,171557,297281,264857,648921,15816,684582,1416295,79957,25165.5735637998,3110249,79,39.34,4.92,327.5,
2024-2025,Oct,18,MAHARASHTRA,1820,Dharashiv,2057446,297.119685783372,46,162,840.275044718,2423,29,25816,2118252,128235,24292,7960,1159,273.51047,7407.529201218,45775,71365,77823,198212,4634,327041,705550,28239,6293.7436865,803647,81,51.13,0.1,123.32,
2024-2025,Oct,18,MAHARASHTRA,1823,AKOLA,1290892,295.07837058996,30,1833,490.720475511,4879,2,25329,1340209,205615,35477,68400,10097,187.84699,4633.234345211,43613,62743,86893,199669,2122,291315,562846,30208,3954.6668797,480466,91,39.55,4.64,109.32,
2024-2025,Oct,18,MAHARASHTRA,1825,YAVATMAL,4573484,299.142693959922,37,600,3005.102231544,11573,7,43676,4530008,228567,37987,495651,72522,630.18598,17186.476179344,121101,178136,217440,487254,5300,680344,1390074,55249,13551.1879678,1838186,92,48.94,22.1,99.97,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,185.966648036638,37,5340,2548.700649665,8967,8,19579,4903553,573247,59271,338087,33200,395.15349,12062.827288465,130444,213309,187888,452431,5579,287539,631025,28546,9118.9731488,3051576,81,23.74,17.16,101.03,
2024-2025,Oct,18,MAHARASHTRA,1803,RAIGAD,144152,301.633671195167,20,62,111.392023766,1070,120,19415,173641,4937,3040,40390,14457,42.9022,678.053946766,8658,13343,29302,68038,107,193428,348739,20485,523.759723,71762,71,26.12,2.07,108.96,
2024-2025,Oct,18,MAHARASHTRA,1805,SINDHUDURG,284651,298.327318064068,26,95,119.6303225,2123,10,17688,294142,7450,3742,741,308,75.27116,1072.40742240001,11004,17759,38297,87967,251,129730,243919,19811,877.50593990001,116921,80,78.56,5.19,100.87,
2024-2025,Oct,18,MAHARASHTRA,1806,NASHIK,1955118,297.95118712398,31,500,4177.892619082,11507,42,49592,1973964,31500,11312,772292,196626,312.76353,10372.105320482,62333,97911,178859,500306,2178,697847,1483799,61099,5881.4491714,697493,82,31.27,13.83,100.69,
2024-2025,Oct,18,MAHARASHTRA,1808,JALGAON,1679030,299.520593685275,33,137,1846.765439498,6177,57,40414,1823104,87003,31324,130758,36886,217.05517,7524.392533798,54368,82174,139421,342945,3174,673199,1271263,46591,5460.5719243,700851,92,53.39,0.82,104.45,
2024-2025,Oct,18,MAHARASHTRA,1820,Dharashiv,2057446,295.074475542206,46,161,833.225144718,2409,32,25778,2110084,127766,24316,7931,1155,260.40707,7319.951511218,45684,71205,77931,198653,4605,327169,706064,28187,6226.3192965,800372,81,51.05,0.1,122.47,
2024-2025,Oct,18,MAHARASHTRA,1821,LATUR,4128264,302.072072138432,49,208,7374.164695148,7349,1,34278,4018496,358358,55888,39333,4184,555.13556,20068.054391148,80782,129415,131655,329502,9904,396349,839284,41627,12138.754136,1586939,88,59.98,0.02,101.39,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,298.772364159032,21,149,825.426651186,6646,9,30609,1366414,98264,33244,32101,7507,223.50627,5131.400333186,62650,90111,123105,298369,322,485575,1012166,37255,4082.467412,474220,94,39.85,0.78,99.86,
2024-2025,Oct,18,MAHARASHTRA,1833,GONDIA,5962620,216.625997397555,38,330,8215.358700459,11859,15,36733,5880624,486855,52394,927447,90053,659.90589,21614.224983659,153358,242695,236968,610575,6702,354855,839645,48592,12738.9603932,3817556,80,23.56,12.88,102.36,
2024-2025,Oct,18,MAHARASHTRA,1834,HINGOLI,1810543,307.383856732854,37,92,2261.165166562,4394,6,23428,1760962,258471,44807,287915,42863,309.11686,7983.194937762,46967,76086,94119,240526,2719,261713,593426,27822,5412.9129112,701571,90,71.67,0.18,102.61,
2024-2025,Oct,18,MAHARASHTRA,1808,JALGAON,1679030,300.008931336866,33,137,1846.765439498,6150,57,40335,1815006,86620,31313,130391,36877,217.05517,7509.000713798,54212,81882,139335,342730,3154,673161,1271175,46485,5445.1801043,697395,92,53.34,0.83,104.46,
2024-2025,Oct,18,MAHARASHTRA,1810,PUNE,359044,319.271004644583,29,56,330.352266537,5047,264,20631,384534,19608,10174,44667,20789,77.26395,1635.321781537,13204,20889,54979,145249,440,379667,815919,25678,1227.705565,137985,93,68.72,0.02,104.21,
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,298.905630440968,35,110,173.224780215,2724,170,16028,695878,22273,11072,1925,894,91.9262,2345.169503215,19367,29382,67078,150240,1402,407506,768432,18752,2080.018523,277902,88,68.07,0.26,104.57,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,301.478322585182,28,32,257.71469701,858,208,11706,426585,44418,18333,672,301,94.22586,1638.00185941,14820,24058,46349,112161,393,359023,636812,12564,1286.0613024,170800,92,40.47,0.04,113.76,
2024-2025,Oct,18,MAHARASHTRA,1817,PARBHANI,3254702,326.88051232574,38,265,3521.033664086,2687,38,39265,3190275,113073,20907,22904,2897,625.29213,14574.713058686,81850,129646,143936,323725,5158,420093,809335,41952,10428.3872646,1234045,90,57.84,0.11,109.12,
2024-2025,Oct,18,MAHARASHTRA,1827,NAGPUR,1615989,283.043508013356,39,295,1481.865389862,4303,33,21636,1673269,210229,33477,215745,31172,290.50091,6508.445575962,42352,60523,104136,238143,3000,282425,543710,25939,4736.0792761,689522,84,62.2,1.13,102.56,
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,299.192545393237,37,560,497.428572476,2372,2,27367,2179730,151512,20036,62012,7174,358.64339,7377.661632176,57807,90983,84173,199679,2186,281018,558718,29739,6521.5896697,866602,91,63.93,23.59,99.63,
2024-2025,Oct,18,MAHARASHTRA,1803,RAIGAD,144152,307.782142446908,19,62,111.392023766,1027,135,18718,147999,4111,2985,35419,14217,37.86496,604.771476766,7576,11527,28560,66401,88,193041,347981,19745,455.514493,60607,70,24.42,2.33,108.72,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,304.767083893059,32,114,1772.217243137,4463,43,41112,1589321,88049,32379,54041,24972,227.57847,6843.522978537,48581,80830,149323,431279,2412,769708,1906177,45575,4843.7272654,640764,90,67.51,0.1,103.61,
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,297.136353916472,35,102,173.224780215,2385,250,15920,656573,20801,11050,1592,889,41.93976,2166.081613215,18339,27683,66508,148969,1305,406998,767294,18305,1950.917073,261492,88,67.81,0.26,103.32,
